Season,Date,OT,TL,TFTG,OTFTG,FTR,THTG,OTHTG,HTR,TS,OTS,TST,OTST,FTGD,HTGD,coach
0607,2007-02-10,Sheffield United,A,1,2,L,1,1,D,6,16,1,5,-1,0,Martin Jol
0607,2007-02-21,Everton,A,2,1,W,1,1,D,8,10,4,3,1,0,Martin Jol
0607,2007-02-25,Bolton,H,4,1,W,3,1,W,14,10,10,6,3,2,Martin Jol
0607,2007-03-04,West Ham,A,4,3,W,0,2,L,12,12,7,6,1,-2,Martin Jol
0607,2007-03-17,Watford,H,3,1,W,1,0,W,17,2,11,2,2,1,Martin Jol
0607,2007-04-01,Reading,H,1,0,W,1,0,W,18,6,7,3,1,1,Martin Jol
0607,2007-04-07,Chelsea,A,0,1,L,0,0,D,6,11,5,8,-1,0,Martin Jol
0607,2007-04-15,Wigan,A,3,3,D,2,2,D,10,21,6,11,0,0,Martin Jol
0607,2007-04-21,Arsenal,H,2,2,D,1,0,W,7,17,3,5,0,1,Martin Jol
0607,2007-04-28,Middlesbrough,A,3,2,W,1,0,W,11,16,5,8,1,1,Martin Jol
0607,2007-05-07,Charlton,A,2,0,W,1,0,W,9,7,6,4,2,1,Martin Jol
0607,2007-05-10,Blackburn,H,1,1,D,0,1,L,15,10,7,4,0,-1,Martin Jol
0607,2007-05-13,Man City,H,2,1,W,2,1,W,8,10,3,5,1,1,Martin Jol
0708,2007-08-11,Sunderland,A,0,1,L,0,0,D,6,9,3,4,-1,0,Martin Jol
0708,2007-08-14,Everton,H,1,3,L,1,3,L,14,16,8,10,-2,-2,Martin Jol
0708,2007-08-18,Derby,H,4,0,W,3,0,W,25,4,14,2,4,3,Martin Jol
0708,2007-08-26,Man United,A,0,1,L,0,0,D,10,14,3,5,-1,0,Martin Jol
0708,2007-09-01,Fulham,A,3,3,D,2,1,W,13,13,8,7,0,1,Martin Jol
0708,2007-09-15,Arsenal,H,1,3,L,1,0,W,14,16,5,10,-2,1,Martin Jol
0708,2007-09-23,Bolton,A,1,1,D,1,1,D,10,5,7,4,0,0,Martin Jol
0708,2007-10-01,Aston Villa,H,4,4,D,1,3,L,19,7,12,7,0,-2,Martin Jol
0708,2007-10-07,Liverpool,A,2,2,D,1,1,D,11,21,6,9,0,0,Martin Jol
0708,2007-10-22,Newcastle,A,1,3,L,0,1,L,11,15,4,7,-2,-1,Martin Jol
0708,2007-10-28,Blackburn,H,1,2,L,0,0,D,9,9,6,4,-1,0,Interim Manager
0708,2007-11-03,Middlesbrough,A,1,1,D,1,0,W,9,5,4,3,0,1,Juande Ramos
0708,2007-11-11,Wigan,H,4,0,W,3,0,W,19,6,8,2,4,3,Juande Ramos
0708,2007-11-25,West Ham,A,1,1,D,0,1,L,9,14,5,9,0,-1,Juande Ramos
0708,2007-12-02,Birmingham,H,2,3,L,0,1,L,17,7,9,3,-1,-1,Juande Ramos
0708,2007-12-09,Man City,H,2,1,W,1,0,W,12,7,8,3,1,1,Juande Ramos
0708,2007-12-15,Portsmouth,A,1,0,W,0,0,D,12,9,5,5,1,0,Juande Ramos
0708,2007-12-22,Arsenal,A,1,2,L,0,0,D,10,9,5,5,-1,0,Juande Ramos
0708,2007-12-26,Fulham,H,5,1,W,2,0,W,12,9,8,4,4,2,Juande Ramos
0708,2007-12-29,Reading,H,6,4,W,1,1,D,14,11,12,8,2,0,Juande Ramos
0708,2008-01-01,Aston Villa,A,1,2,L,0,1,L,9,14,6,4,-1,-1,Juande Ramos
0708,2008-01-12,Chelsea,A,0,2,L,0,1,L,6,8,2,6,-2,-1,Juande Ramos
0708,2008-01-19,Sunderland,H,2,0,W,1,0,W,17,14,13,8,2,1,Juande Ramos
0708,2008-01-30,Everton,A,0,0,D,0,0,D,5,11,4,6,0,0,Juande Ramos
0708,2008-02-02,Man United,H,1,1,D,1,0,W,10,16,8,10,0,1,Juande Ramos
0708,2008-02-09,Derby,A,3,0,W,0,0,D,13,10,8,6,3,0,Juande Ramos
0708,2008-03-01,Birmingham,A,1,4,L,0,1,L,19,13,10,10,-3,-1,Juande Ramos
0708,2008-03-09,West Ham,H,4,0,W,2,0,W,18,8,11,4,4,2,Juande Ramos
0708,2008-03-16,Man City,A,1,2,L,1,0,W,12,13,7,8,-1,1,Juande Ramos
0708,2008-03-19,Chelsea,H,4,4,D,1,2,L,10,10,9,8,0,-1,Juande Ramos
0708,2008-03-22,Portsmouth,H,2,0,W,0,0,D,17,4,8,4,2,0,Juande Ramos
0708,2008-03-30,Newcastle,H,1,4,L,1,1,D,18,17,10,9,-3,0,Juande Ramos
0708,2008-04-05,Blackburn,A,1,1,D,1,1,D,11,12,8,7,0,0,Juande Ramos
0708,2008-04-12,Middlesbrough,H,1,1,D,1,0,W,12,13,9,7,0,1,Juande Ramos
0708,2008-04-19,Wigan,A,1,1,D,1,1,D,15,13,12,7,0,0,Juande Ramos
0708,2008-04-26,Bolton,H,1,1,D,0,0,D,26,7,13,4,0,0,Juande Ramos
0708,2008-05-03,Reading,A,1,0,W,1,0,W,13,13,7,6,1,1,Juande Ramos
0708,2008-05-11,Liverpool,H,0,2,L,0,0,D,6,18,3,12,-2,0,Juande Ramos
0809,2008-08-16,Middlesbrough,A,1,2,L,0,0,D,8,14,5,10,-1,0,Juande Ramos
0809,2008-08-23,Sunderland,H,1,2,L,0,0,D,18,12,11,7,-1,0,Juande Ramos
0809,2008-08-31,Chelsea,A,1,1,D,1,1,D,6,12,6,3,0,0,Juande Ramos
0809,2008-09-15,Aston Villa,H,1,2,L,0,1,L,17,17,10,13,-1,-1,Juande Ramos
0809,2008-09-21,Wigan,H,0,0,D,0,0,D,11,14,4,6,0,0,Juande Ramos
0809,2008-09-28,Portsmouth,A,0,2,L,0,1,L,15,8,8,6,-2,-1,Juande Ramos
0809,2008-10-05,Hull,H,0,1,L,0,1,L,27,10,16,6,-1,-1,Juande Ramos
0809,2008-10-19,Stoke,A,1,2,L,1,1,D,11,7,6,3,-1,0,Juande Ramos
0809,2008-10-26,Bolton,H,2,0,W,1,0,W,19,10,9,3,2,1,Harry Redknapp
0809,2008-10-29,Arsenal,A,4,4,D,1,1,D,9,20,6,12,0,0,Harry Redknapp
0809,2008-11-01,Liverpool,H,2,1,W,0,1,L,8,14,4,6,1,-1,Harry Redknapp
0809,2008-11-09,Man City,A,2,1,W,1,1,D,14,9,9,7,1,0,Harry Redknapp
0809,2008-11-15,Fulham,A,1,2,L,0,1,L,7,16,3,14,-1,-1,Harry Redknapp
0809,2008-11-23,Blackburn,H,1,0,W,1,0,W,16,9,7,6,1,1,Harry Redknapp
0809,2008-11-30,Everton,H,0,1,L,0,0,D,14,8,6,6,-1,0,Harry Redknapp
0809,2008-12-08,West Ham,A,2,0,W,0,0,D,17,11,12,4,2,0,Harry Redknapp
0809,2008-12-13,Man United,H,0,0,D,0,0,D,11,15,6,12,0,0,Harry Redknapp
0809,2008-12-21,Newcastle,A,1,2,L,1,1,D,11,7,6,4,-1,0,Harry Redknapp
0809,2008-12-26,Fulham,H,0,0,D,0,0,D,14,10,7,7,0,0,Harry Redknapp
0809,2008-12-28,West Brom,A,0,2,L,0,0,D,4,17,3,11,-2,0,Harry Redknapp
0809,2009-01-11,Wigan,A,0,1,L,0,0,D,6,13,3,5,-1,0,Harry Redknapp
0809,2009-01-18,Portsmouth,H,1,1,D,0,0,D,26,11,15,4,0,0,Harry Redknapp
0809,2009-01-27,Stoke,H,3,1,W,3,0,W,22,6,14,3,2,3,Harry Redknapp
0809,2009-01-31,Bolton,A,2,3,L,0,1,L,13,13,10,7,-1,-1,Harry Redknapp
0809,2009-02-08,Arsenal,H,0,0,D,0,0,D,16,4,6,1,0,0,Harry Redknapp
0809,2009-02-23,Hull,A,2,1,W,1,1,D,9,12,6,4,1,0,Harry Redknapp
0809,2009-03-04,Middlesbrough,H,4,0,W,3,0,W,12,15,7,6,4,3,Harry Redknapp
0809,2009-03-07,Sunderland,A,1,1,D,0,1,L,13,8,8,3,0,-1,Harry Redknapp
0809,2009-03-15,Aston Villa,A,2,1,W,1,0,W,10,11,9,5,1,1,Harry Redknapp
0809,2009-03-21,Chelsea,H,1,0,W,0,0,D,8,15,4,9,1,0,Harry Redknapp
0809,2009-04-04,Blackburn,A,1,2,L,1,0,W,9,11,3,6,-1,1,Harry Redknapp
0809,2009-04-11,West Ham,H,1,0,W,0,0,D,14,8,9,6,1,0,Harry Redknapp
0809,2009-04-19,Newcastle,H,1,0,W,1,0,W,22,8,18,3,1,1,Harry Redknapp
0809,2009-04-25,Man United,A,2,5,L,2,0,W,6,21,4,14,-3,2,Harry Redknapp
0809,2009-05-02,West Brom,H,1,0,W,1,0,W,16,10,9,7,1,1,Harry Redknapp
0809,2009-05-09,Everton,A,0,0,D,0,0,D,4,13,2,5,0,0,Harry Redknapp
0809,2009-05-16,Man City,H,2,1,W,1,0,W,11,9,4,3,1,1,Harry Redknapp
0809,2009-05-24,Liverpool,A,1,3,L,0,1,L,8,20,4,9,-2,-1,Harry Redknapp
0910,2009-08-16,Liverpool,H,2,1,W,1,0,W,17,6,11,3,1,1,Harry Redknapp
0910,2009-08-19,Hull,A,5,1,W,3,1,W,18,9,12,7,4,2,Harry Redknapp
0910,2009-08-23,West Ham,A,2,1,W,0,0,D,17,17,10,8,1,0,Harry Redknapp
0910,2009-08-29,Birmingham,H,2,1,W,0,0,D,20,11,14,6,1,0,Harry Redknapp
0910,2009-09-12,Man United,H,1,3,L,1,2,L,11,17,7,13,-2,-1,Harry Redknapp
0910,2009-09-20,Chelsea,A,0,3,L,0,1,L,9,25,4,15,-3,-1,Harry Redknapp
0910,2009-09-26,Burnley,H,5,0,W,2,0,W,18,10,12,7,5,2,Harry Redknapp
0910,2009-10-03,Bolton,A,2,2,D,1,1,D,17,12,9,9,0,0,Harry Redknapp
0910,2009-10-17,Portsmouth,A,2,1,W,2,0,W,9,23,4,13,1,2,Harry Redknapp
0910,2009-10-24,Stoke,H,0,1,L,0,0,D,22,8,12,2,-1,0,Harry Redknapp
0910,2009-10-31,Arsenal,A,0,3,L,0,2,L,7,18,5,12,-3,-2,Harry Redknapp
0910,2009-11-07,Sunderland,H,2,0,W,1,0,W,10,14,8,6,2,1,Harry Redknapp
0910,2009-11-22,Wigan,H,9,1,W,1,0,W,28,11,16,5,8,1,Harry Redknapp
0910,2009-11-28,Aston Villa,A,1,1,D,0,1,L,23,12,17,4,0,-1,Harry Redknapp
0910,2009-12-06,Everton,A,2,2,D,0,0,D,19,15,11,6,0,0,Harry Redknapp
0910,2009-12-12,Wolves,H,0,1,L,0,1,L,18,3,10,3,-1,-1,Harry Redknapp
0910,2009-12-16,Man City,H,3,0,W,1,0,W,19,9,7,5,3,1,Harry Redknapp
0910,2009-12-19,Blackburn,A,2,0,W,1,0,W,7,13,2,9,2,1,Harry Redknapp
0910,2009-12-26,Fulham,A,0,0,D,0,0,D,6,15,1,6,0,0,Harry Redknapp
0910,2009-12-28,West Ham,H,2,0,W,1,0,W,21,3,9,2,2,1,Harry Redknapp
0910,2010-01-16,Hull,H,0,0,D,0,0,D,25,8,18,2,0,0,Harry Redknapp
0910,2010-01-20,Liverpool,A,0,2,L,0,1,L,7,13,5,5,-2,-1,Harry Redknapp
0910,2010-01-26,Fulham,H,2,0,W,1,0,W,13,9,7,6,2,1,Harry Redknapp
0910,2010-01-30,Birmingham,A,1,1,D,0,0,D,21,12,12,6,0,0,Harry Redknapp
0910,2010-02-06,Aston Villa,H,0,0,D,0,0,D,28,10,15,5,0,0,Harry Redknapp
0910,2010-02-10,Wolves,A,0,1,L,0,1,L,10,8,4,4,-1,-1,Harry Redknapp
0910,2010-02-21,Wigan,A,3,0,W,1,0,W,13,8,12,7,3,1,Harry Redknapp
0910,2010-02-28,Everton,H,2,1,W,2,0,W,13,14,9,10,1,2,Harry Redknapp
0910,2010-03-13,Blackburn,H,3,1,W,1,0,W,14,10,7,7,2,1,Harry Redknapp
0910,2010-03-20,Stoke,A,2,1,W,0,0,D,16,8,9,4,1,0,Harry Redknapp
0910,2010-03-27,Portsmouth,H,2,0,W,2,0,W,16,8,8,3,2,2,Harry Redknapp
0910,2010-04-03,Sunderland,A,1,3,L,0,2,L,12,11,9,10,-2,-2,Harry Redknapp
0910,2010-04-14,Arsenal,H,2,1,W,1,0,W,13,19,10,11,1,1,Harry Redknapp
0910,2010-04-17,Chelsea,H,2,1,W,2,0,W,20,9,10,6,1,2,Harry Redknapp
0910,2010-04-24,Man United,A,1,3,L,0,0,D,9,15,3,8,-2,0,Harry Redknapp
0910,2010-05-01,Bolton,H,1,0,W,1,0,W,25,11,12,7,1,1,Harry Redknapp
0910,2010-05-05,Man City,A,1,0,W,0,0,D,10,10,6,5,1,0,Harry Redknapp
0910,2010-05-09,Burnley,A,2,4,L,2,1,W,16,16,11,12,-2,1,Harry Redknapp
1011,2010-08-14,Man City,H,0,0,D,0,0,D,22,11,18,7,0,0,Harry Redknapp
1011,2010-08-21,Stoke,A,2,1,W,2,1,W,7,15,6,10,1,1,Harry Redknapp
1011,2010-08-28,Wigan,H,0,1,L,0,0,D,12,13,7,5,-1,0,Harry Redknapp
1011,2010-09-11,West Brom,A,1,1,D,1,1,D,16,15,9,8,0,0,Harry Redknapp
1011,2010-09-18,Wolves,H,3,1,W,0,1,L,20,5,11,2,2,-1,Harry Redknapp
1011,2010-09-25,West Ham,A,0,1,L,0,1,L,17,22,11,15,-1,-1,Harry Redknapp
1011,2010-10-02,Aston Villa,H,2,1,W,1,1,D,19,13,10,4,1,0,Harry Redknapp
1011,2010-10-16,Fulham,A,2,1,W,1,1,D,14,11,6,5,1,0,Harry Redknapp
1011,2010-10-23,Everton,H,1,1,D,1,1,D,13,7,8,3,0,0,Harry Redknapp
1011,2010-10-30,Man United,A,0,2,L,0,1,L,11,18,5,10,-2,-1,Harry Redknapp
1011,2010-11-06,Bolton,A,2,4,L,0,1,L,11,18,6,8,-2,-1,Harry Redknapp
1011,2010-11-09,Sunderland,H,1,1,D,0,0,D,20,8,12,4,0,0,Harry Redknapp
1011,2010-11-13,Blackburn,H,4,2,W,2,0,W,20,12,12,8,2,2,Harry Redknapp
1011,2010-11-20,Arsenal,A,3,2,W,0,2,L,10,12,6,7,1,-2,Harry Redknapp
1011,2010-11-28,Liverpool,H,2,1,W,0,1,L,20,12,13,8,1,-1,Harry Redknapp
1011,2010-12-04,Birmingham,A,1,1,D,1,0,W,10,13,5,5,0,1,Harry Redknapp
1011,2010-12-12,Chelsea,H,1,1,D,1,0,W,10,13,3,7,0,1,Harry Redknapp
1011,2010-12-26,Aston Villa,A,2,1,W,1,0,W,13,26,8,15,1,1,Harry Redknapp
1011,2010-12-28,Newcastle,H,2,0,W,0,0,D,13,12,8,8,2,0,Harry Redknapp
1011,2011-01-01,Fulham,H,1,0,W,1,0,W,13,12,9,4,1,1,Harry Redknapp
1011,2011-01-05,Everton,A,1,2,L,1,1,D,13,19,5,12,-1,0,Harry Redknapp
1011,2011-01-16,Man United,H,0,0,D,0,0,D,16,7,6,4,0,0,Harry Redknapp
1011,2011-01-22,Newcastle,A,1,1,D,0,0,D,14,13,9,6,0,0,Harry Redknapp
1011,2011-02-02,Blackburn,A,1,0,W,1,0,W,6,17,5,9,1,1,Harry Redknapp
1011,2011-02-05,Bolton,H,2,1,W,1,0,W,13,8,7,3,1,1,Harry Redknapp
1011,2011-02-12,Sunderland,A,2,1,W,1,1,D,11,16,5,10,1,0,Harry Redknapp
1011,2011-02-22,Blackpool,A,1,3,L,0,2,L,25,8,10,4,-2,-2,Harry Redknapp
1011,2011-03-06,Wolves,A,3,3,D,2,2,D,15,13,10,4,0,0,Harry Redknapp
1011,2011-03-19,West Ham,H,0,0,D,0,0,D,26,11,14,5,0,0,Harry Redknapp
1011,2011-04-02,Wigan,A,0,0,D,0,0,D,10,14,6,5,0,0,Harry Redknapp
1011,2011-04-09,Stoke,H,3,2,W,3,2,W,9,10,8,5,1,1,Harry Redknapp
1011,2011-04-20,Arsenal,H,3,3,D,2,3,L,16,13,9,9,0,-1,Harry Redknapp
1011,2011-04-23,West Brom,H,2,2,D,1,1,D,19,10,9,4,0,0,Harry Redknapp
1011,2011-04-30,Chelsea,A,1,2,L,1,1,D,12,16,7,10,-1,0,Harry Redknapp
1011,2011-05-07,Blackpool,H,1,1,D,0,0,D,20,13,11,7,0,0,Harry Redknapp
1011,2011-05-10,Man City,A,0,1,L,0,1,L,14,7,7,4,-1,-1,Harry Redknapp
1011,2011-05-15,Liverpool,A,2,0,W,1,0,W,8,10,4,2,2,1,Harry Redknapp
1011,2011-05-22,Birmingham,H,2,1,W,0,0,D,22,7,16,3,1,0,Harry Redknapp
1112,2011-08-22,Man United,A,0,3,L,0,0,D,20,27,12,21,-3,0,Harry Redknapp
1112,2011-08-28,Man City,H,1,5,L,0,2,L,15,22,10,12,-4,-2,Harry Redknapp
1112,2011-09-10,Wolves,A,2,0,W,0,0,D,17,10,11,6,2,0,Harry Redknapp
1112,2011-09-18,Liverpool,H,4,0,W,1,0,W,24,5,16,2,4,1,Harry Redknapp
1112,2011-09-24,Wigan,A,2,1,W,2,0,W,14,5,7,4,1,2,Harry Redknapp
1112,2011-10-02,Arsenal,H,2,1,W,1,0,W,16,13,8,7,1,1,Harry Redknapp
1112,2011-10-16,Newcastle,A,2,2,D,1,0,W,11,12,8,7,0,1,Harry Redknapp
1112,2011-10-23,Blackburn,A,2,1,W,1,1,D,9,19,7,8,1,0,Harry Redknapp
1112,2011-10-30,QPR,H,3,1,W,2,0,W,22,12,13,8,2,2,Harry Redknapp
1112,2011-11-06,Fulham,A,3,1,W,2,0,W,8,26,8,20,2,2,Harry Redknapp
1112,2011-11-21,Aston Villa,H,2,0,W,2,0,W,20,5,9,1,2,2,Harry Redknapp
1112,2011-11-26,West Brom,A,3,1,W,1,1,D,23,9,14,5,2,0,Harry Redknapp
1112,2011-12-03,Bolton,H,3,0,W,1,0,W,25,13,16,9,3,1,Harry Redknapp
1112,2011-12-11,Stoke,A,1,2,L,0,2,L,15,10,12,7,-1,-2,Harry Redknapp
1112,2011-12-18,Sunderland,H,1,0,W,0,0,D,16,8,12,4,1,0,Harry Redknapp
1112,2011-12-22,Chelsea,H,1,1,D,1,1,D,16,20,10,10,0,0,Harry Redknapp
1112,2011-12-27,Norwich,A,2,0,W,0,0,D,19,8,8,4,2,0,Harry Redknapp
1112,2011-12-31,Swansea,A,1,1,D,1,0,W,12,14,7,8,0,1,Harry Redknapp
1112,2012-01-03,West Brom,H,1,0,W,0,0,D,20,8,14,2,1,0,Harry Redknapp
1112,2012-01-11,Everton,H,2,0,W,1,0,W,14,11,7,4,2,1,Harry Redknapp
1112,2012-01-14,Wolves,H,1,1,D,0,1,L,22,5,10,3,0,-1,Harry Redknapp
1112,2012-01-22,Man City,A,2,3,L,0,0,D,12,13,7,7,-1,0,Harry Redknapp
1112,2012-01-31,Wigan,H,3,1,W,2,0,W,20,10,13,6,2,2,Harry Redknapp
1112,2012-02-06,Liverpool,A,0,0,D,0,0,D,9,15,6,10,0,0,Harry Redknapp
1112,2012-02-11,Newcastle,H,5,0,W,4,0,W,18,7,9,3,5,4,Harry Redknapp
1112,2012-02-26,Arsenal,A,2,5,L,2,2,D,8,21,4,13,-3,0,Harry Redknapp
1112,2012-03-04,Man United,H,1,3,L,0,1,L,18,6,9,5,-2,-1,Harry Redknapp
1112,2012-03-10,Everton,A,0,1,L,0,1,L,21,9,9,5,-1,-1,Harry Redknapp
1112,2012-03-21,Stoke,H,1,1,D,0,0,D,24,8,18,2,0,0,Harry Redknapp
1112,2012-03-24,Chelsea,A,0,0,D,0,0,D,19,10,7,5,0,0,Harry Redknapp
1112,2012-04-01,Swansea,H,3,1,W,1,0,W,15,11,10,7,2,1,Harry Redknapp
1112,2012-04-07,Sunderland,A,0,0,D,0,0,D,15,12,8,9,0,0,Harry Redknapp
1112,2012-04-09,Norwich,H,1,2,L,1,1,D,13,12,9,6,-1,0,Harry Redknapp
1112,2012-04-21,QPR,A,0,1,L,0,1,L,17,12,8,5,-1,-1,Harry Redknapp
1112,2012-04-29,Blackburn,H,2,0,W,1,0,W,19,0,8,0,2,1,Harry Redknapp
1112,2012-05-02,Bolton,A,4,1,W,1,0,W,13,14,10,8,3,1,Harry Redknapp
1112,2012-05-06,Aston Villa,A,1,1,D,0,1,L,21,4,10,2,0,-1,Harry Redknapp
1112,2012-05-13,Fulham,H,2,0,W,1,0,W,15,10,9,7,2,1,Harry Redknapp
1213,2012-08-18,Newcastle,A,1,2,L,0,0,D,12,6,6,4,-1,0,André Villas-Boas
1213,2012-08-25,West Brom,H,1,1,D,0,0,D,18,10,10,5,0,0,André Villas-Boas
1213,2012-09-01,Norwich,H,1,1,D,0,0,D,15,10,9,4,0,0,André Villas-Boas
1213,2012-09-16,Reading,A,3,1,W,1,0,W,22,4,11,2,2,1,André Villas-Boas
1213,2012-09-23,QPR,H,2,1,W,0,1,L,18,9,14,6,1,-1,André Villas-Boas
1213,2012-09-29,Man United,A,3,2,W,2,0,W,10,15,6,8,1,2,André Villas-Boas
1213,2012-10-07,Aston Villa,H,2,0,W,0,0,D,23,8,10,5,2,0,André Villas-Boas
1213,2012-10-20,Chelsea,H,2,4,L,0,1,L,23,11,16,7,-2,-1,André Villas-Boas
1213,2012-10-28,Southampton,A,2,1,W,2,0,W,11,11,4,6,1,2,André Villas-Boas
1213,2012-11-03,Wigan,H,0,1,L,0,0,D,13,7,10,4,-1,0,André Villas-Boas
1213,2012-11-11,Man City,A,1,2,L,1,0,W,6,16,2,8,-1,1,André Villas-Boas
1213,2012-11-17,Arsenal,A,2,5,L,1,3,L,6,13,4,10,-3,-2,André Villas-Boas
1213,2012-11-25,West Ham,H,3,1,W,1,0,W,25,10,13,6,2,1,André Villas-Boas
1213,2012-11-28,Liverpool,H,2,1,W,2,0,W,14,14,7,9,1,2,André Villas-Boas
1213,2012-12-01,Fulham,A,3,0,W,0,0,D,10,8,6,2,3,0,André Villas-Boas
1213,2012-12-09,Everton,A,1,2,L,0,0,D,8,17,6,11,-1,0,André Villas-Boas
1213,2012-12-16,Swansea,H,1,0,W,0,0,D,24,4,16,0,1,0,André Villas-Boas
1213,2012-12-22,Stoke,H,0,0,D,0,0,D,21,4,14,2,0,0,André Villas-Boas
1213,2012-12-26,Aston Villa,A,4,0,W,0,0,D,20,4,16,1,4,0,André Villas-Boas
1213,2012-12-29,Sunderland,A,2,1,W,0,1,L,18,9,14,6,1,-1,André Villas-Boas
1213,2013-01-01,Reading,H,3,1,W,1,1,D,30,7,20,4,2,0,André Villas-Boas
1213,2013-01-12,QPR,A,0,0,D,0,0,D,16,4,8,1,0,0,André Villas-Boas
1213,2013-01-20,Man United,H,1,1,D,0,1,L,23,6,18,4,0,-1,André Villas-Boas
1213,2013-01-30,Norwich,A,1,1,D,0,1,L,12,8,7,4,0,-1,André Villas-Boas
1213,2013-02-03,West Brom,A,1,0,W,0,0,D,21,4,13,3,1,0,André Villas-Boas
1213,2013-02-09,Newcastle,H,2,1,W,1,1,D,16,9,9,7,1,0,André Villas-Boas
1213,2013-02-25,West Ham,A,3,2,W,1,1,D,25,8,16,6,1,0,André Villas-Boas
1213,2013-03-03,Arsenal,H,2,1,W,2,0,W,11,10,5,6,1,2,André Villas-Boas
1213,2013-03-10,Liverpool,A,2,3,L,1,1,D,15,10,9,4,-1,0,André Villas-Boas
1213,2013-03-17,Fulham,H,0,1,L,0,0,D,12,6,6,2,-1,0,André Villas-Boas
1213,2013-03-30,Swansea,A,2,1,W,2,0,W,9,11,7,3,1,2,André Villas-Boas
1213,2013-04-07,Everton,H,2,2,D,1,1,D,19,9,10,5,0,0,André Villas-Boas
1213,2013-04-21,Man City,H,3,1,W,0,1,L,11,11,8,7,2,-1,André Villas-Boas
1213,2013-04-27,Wigan,A,2,2,D,1,1,D,14,6,7,4,0,0,André Villas-Boas
1213,2013-05-04,Southampton,H,1,0,W,0,0,D,7,10,4,6,1,0,André Villas-Boas
1213,2013-05-08,Chelsea,A,2,2,D,1,2,L,13,15,6,8,0,-1,André Villas-Boas
1213,2013-05-12,Stoke,A,2,1,W,1,1,D,23,6,15,3,1,0,André Villas-Boas
1213,2013-05-19,Sunderland,H,1,0,W,0,0,D,23,6,19,4,1,0,André Villas-Boas
1314,2013-08-18,Crystal Palace,A,1,0,W,0,0,D,17,5,2,3,1,0,André Villas-Boas
1314,2013-08-25,Swansea,H,1,0,W,0,0,D,19,7,5,5,1,0,André Villas-Boas
1314,2013-09-01,Arsenal,A,0,1,L,0,1,L,14,12,4,5,-1,-1,André Villas-Boas
1314,2013-09-14,Norwich,H,2,0,W,1,0,W,23,4,7,1,2,1,André Villas-Boas
1314,2013-09-22,Cardiff,A,1,0,W,0,0,D,29,6,12,0,1,0,André Villas-Boas
1314,2013-09-28,Chelsea,H,1,1,D,1,0,W,12,11,4,5,0,1,André Villas-Boas
